,No,Japanese,English,German,French,Korean,Simplified Chinese,Traditional Chinese,Generation,Form,H,A,B,C,D,S,Ability1,Ability2,Ability3,Type1,Type2,Weight,Evolve Flag,GalarPokedex,PaldeaPokedex
126,96,スリープ,Drowzee,Traumato,Soporifik,슬리프,催眠貘,催眠貘,1,-,60.0,48.0,45.0,43.0,90.0,42.0,ふみん,よちむ,せいしんりょく,エスパー,-,32.4,0,0,1
127,97,スリーパー,Hypno,Hypno,Hypnomade,슬리퍼,引梦貘人,引夢貘人,1,-,85.0,73.0,70.0,73.0,115.0,67.0,ふみん,よちむ,せいしんりょく,エスパー,-,75.6,1,0,1
128,98,クラブ,Krabby,Krabby,Krabby,크랩,大钳蟹,大鉗蟹,1,-,30.0,105.0,90.0,25.0,25.0,50.0,かいりきバサミ,シェルアーマー,ちからずく,みず,-,6.5,0,1,0
129,99,キングラー,Kingler,Kingler,Krabboss,킹크랩,巨钳蟹,巨鉗蟹,1,-,55.0,130.0,115.0,50.0,50.0,75.0,かいりきバサミ,シェルアーマー,ちからずく,みず,-,60.0,1,1,0
130,100,ビリリダマ,Voltorb,Voltobal,Voltorbe,찌리리공,霹雳电球,霹靂電球,1,-,40.0,30.0,50.0,55.0,55.0,100.0,ぼうおん,せいでんき,ゆうばく,でんき,-,10.4,0,0,1
131,100,ビリリダマ,Voltorb,Voltobal,Voltorbe,찌리리공,霹雳电球,霹靂電球,9,ヒスイのすがた,40.0,30.0,50.0,55.0,50.0,100.0,ぼうおん,せいでんき,ゆうばく,でんき,くさ,13.0,0,0,1
132,101,マルマイン,Electrode,Lektrobal,Electrode,붐볼,顽皮雷弹,頑皮雷彈,1,-,60.0,50.0,70.0,80.0,80.0,150.0,ぼうおん,せいでんき,ゆうばく,でんき,-,66.6,1,0,1
133,101,マルマイン,Electrode,Lektrobal,Electrode,붐볼,顽皮雷弹,頑皮雷彈,9,ヒスイのすがた,60.0,50.0,70.0,80.0,80.0,150.0,ぼうおん,せいでんき,ゆうばく,でんき,くさ,71.0,1,0,1
134,102,タマタマ,Exeggcute,Owei,Noeunoeuf,아라리,蛋蛋,蛋蛋,1,-,60.0,40.0,80.0,60.0,45.0,40.0,ようりょくそ,-,しゅうかく,くさ,エスパー,2.5,0,1,0
135,103,ナッシー,Exeggutor,Kokowei,Noadkoko,나시,椰蛋树,椰蛋樹,1,-,95.0,95.0,85.0,125.0,75.0,55.0,ようりょくそ,-,しゅうかく,くさ,エスパー,120.0,1,1,0
136,103,ナッシー,Exeggutor,Kokowei,Noadkoko,나시,椰蛋树,椰蛋樹,1,アローラのすがた,95.0,105.0,85.0,125.0,75.0,45.0,おみとおし,-,しゅうかく,くさ,ドラゴン,415.6,1,1,0
137,104,カラカラ,Cubone,Tragosso,Osselait,탕구리,卡拉卡拉,卡拉卡拉,1,-,50.0,50.0,95.0,40.0,50.0,35.0,ひらいしん,いしあたま,カブトアーマー,じめん,-,6.5,0,1,0
138,105,ガラガラ,Marowak,Knogga,Ossatueur,텅구리,嘎啦嘎啦,嘎啦嘎啦,1,-,60.0,80.0,110.0,50.0,80.0,45.0,ひらいしん,いしあたま,カブトアーマー,じめん,-,45.0,1,1,0
139,105,ガラガラ,Marowak,Knogga,Ossatueur,텅구리,嘎啦嘎啦,嘎啦嘎啦,1,アローラのすがた,60.0,80.0,110.0,50.0,80.0,45.0,のろわれボディ,ひらいしん,いしあたま,ほのお,ゴースト,34.0,1,1,0
140,106,サワムラー,Hitmonlee,Kicklee,Kicklee,시라소몬,飞腿郎,飛腿郎,1,-,50.0,120.0,53.0,35.0,110.0,87.0,じゅうなん,すてみ,かるわざ,かくとう,-,49.8,1,1,0
141,107,エビワラー,Hitmonchan,Nockchan,Tygnon,홍수몬,快拳郎,快拳郎,1,-,50.0,105.0,79.0,35.0,110.0,76.0,するどいめ,てつのこぶし,せいしんりょく,かくとう,-,50.2,1,1,0
142,108,ベロリンガ,Lickitung,Schlurp,Excelangue,내루미,大舌头,大舌頭,1,-,90.0,55.0,75.0,60.0,75.0,30.0,マイペース,どんかん,のうてんき,ノーマル,-,65.5,0,1,0
143,109,ドガース,Koffing,Smogon,Smogo,또가스,瓦斯弹,瓦斯彈,1,-,40.0,65.0,95.0,60.0,45.0,35.0,ふゆう,かがくへんかガス,あくしゅう,どく,-,1.0,0,1,0
144,110,マタドガス,Weezing,Smogmog,Smogogo,또도가스,双弹瓦斯,雙彈瓦斯,1,-,65.0,90.0,120.0,85.0,70.0,60.0,ふゆう,かがくへんかガス,あくしゅう,どく,-,9.5,1,1,0
145,110,マタドガス,Weezing,Smogmog,Smogogo,또도가스,双弹瓦斯,雙彈瓦斯,8,ガラルのすがた,65.0,90.0,120.0,85.0,70.0,60.0,ふゆう,かがくへんかガス,-,どく,フェアリー,16.0,1,1,0
146,111,サイホーン,Rhyhorn,Rihorn,Rhinocorne,뿔카노,独角犀牛,獨角犀牛,1,-,80.0,85.0,95.0,30.0,30.0,25.0,-,-,-,じめん,いわ,115.0,0,1,0
147,112,サイドン,Rhydon,Rizeros,Rhinoferos,코뿌리,钻角犀兽,鑽角犀獸,1,-,105.0,130.0,120.0,45.0,45.0,40.0,ひらいしん,いしあたま,すてみ,じめん,いわ,120.0,0,1,0
148,113,ラッキー,Chansey,Chaneira,Leveinard,럭키,吉利蛋,吉利蛋,1,-,250.0,5.0,5.0,35.0,105.0,50.0,しぜんかいふく,てんのめぐみ,いやしのこころ,ノーマル,-,34.6,0,1,1
149,114,モンジャラ,Tangela,Tangela,Saquedeneu,덩구리,蔓藤怪,蔓藤怪,1,-,65.0,55.0,115.0,100.0,40.0,60.0,ようりょくそ,リーフガード,さいせいりょく,くさ,-,35.0,0,1,0
150,115,ガルーラ,Kangaskhan,Kangama,Kangourex,캥카,袋兽,袋獸,1,-,105.0,95.0,80.0,40.0,80.0,90.0,はやおき,きもったま,せいしんりょく,ノーマル,-,80.0,1,1,0
151,115,メガガルーラ,Kangaskhan,Kangama,Kangourex,캥카,袋兽,袋獸,6,メガシンカ,105.0,125.0,100.0,60.0,100.0,100.0,おやこあい,-,-,ノーマル,-,100.0,1,0,0
152,116,タッツー,Horsea,Seeper,Hypotrempe,쏘드라,墨海马,墨海馬,1,-,30.0,40.0,70.0,70.0,25.0,60.0,すいすい,スナイパー,しめりけ,みず,-,8.0,0,1,0
153,117,シードラ,Seadra,Seemon,Hypocean,시드라,海刺龙,海刺龍,1,-,55.0,65.0,95.0,95.0,45.0,85.0,どくのとげ,スナイパー,しめりけ,みず,-,25.0,0,1,0
154,118,トサキント,Goldeen,Goldini,Poissirene,콘치,角金鱼,角金魚,1,-,45.0,67.0,60.0,35.0,50.0,63.0,すいすい,みずのベール,ひらいしん,みず,-,15.0,0,1,0
155,119,アズマオウ,Seaking,Golking,Poissoroy,왕콘치,金鱼王,金魚王,1,-,80.0,92.0,65.0,65.0,80.0,68.0,すいすい,みずのベール,ひらいしん,みず,-,39.0,1,1,0
156,120,ヒトデマン,Staryu,Sterndu,Stari,별가사리,海星星,海星星,1,-,30.0,45.0,55.0,70.0,55.0,85.0,はっこう,しぜんかいふく,アナライズ,みず,-,34.5,0,1,0
157,121,スターミー,Starmie,Starmie,Staross,아쿠스타,宝石海星,寶石海星,1,-,60.0,75.0,85.0,100.0,85.0,115.0,はっこう,しぜんかいふく,アナライズ,みず,エスパー,80.0,1,1,0
158,122,バリヤード,Mr. Mime,Pantimos,M.Mime,마임맨,魔墙人偶,魔牆人偶,1,-,40.0,45.0,65.0,100.0,120.0,90.0,ぼうおん,フィルター,テクニシャン,エスパー,フェアリー,54.5,1,1,0
159,122,バリヤード,Mr. Mime,Pantimos,M.Mime,마임맨,魔墙人偶,魔牆人偶,8,ガラルのすがた,50.0,65.0,65.0,90.0,90.0,100.0,やるき,バリアフリー,アイスボディ,こおり,エスパー,56.8,0,1,0
160,123,ストライク,Scyther,Sichlor,Insecateur,스라크,飞天螳螂,飛天螳螂,1,-,70.0,110.0,80.0,55.0,80.0,105.0,むしのしらせ,テクニシャン,ふくつのこころ,むし,ひこう,56.0,0,1,1
161,124,ルージュラ,Jynx,Rossana,Lippoutou,루주라,迷唇姐,迷唇姐,1,-,65.0,50.0,35.0,115.0,95.0,95.0,どんかん,よちむ,かんそうはだ,こおり,エスパー,40.6,1,1,0
162,125,エレブー,Electabuzz,Elektek,Elektek,에레브,电击兽,電擊獸,1,-,65.0,83.0,57.0,95.0,85.0,105.0,せいでんき,-,やるき,でんき,-,30.0,0,1,0
163,126,ブーバー,Magmar,Magmar,Magmar,마그마,鸭嘴火兽,鴨嘴火獸,1,-,65.0,95.0,57.0,100.0,85.0,93.0,ほのおのからだ,-,やるき,ほのお,-,44.5,0,1,0
164,127,カイロス,Pinsir,Pinsir,Scarabrute,쁘사이저,凯罗斯,凱羅斯,1,-,65.0,125.0,100.0,55.0,70.0,85.0,かいりきバサミ,かたやぶり,じしんかじょう,むし,-,55.0,1,1,0
165,127,メガカイロス,Pinsir,Pinsir,Scarabrute,쁘사이저,凯罗斯,凱羅斯,6,メガシンカ,65.0,155.0,120.0,65.0,90.0,105.0,スカイスキン,-,-,むし,ひこう,59.0,1,0,0
166,128,ケンタロス,Tauros,Tauros,Tauros,켄타로스,肯泰罗,肯泰羅,1,-,75.0,100.0,95.0,40.0,70.0,110.0,いかく,いかりのツボ,ちからずく,ノーマル,-,88.4,1,1,1
167,128,ケンタロス,Tauros,Tauros,Tauros,켄타로스,肯泰罗,肯泰羅,9,パルデアのすがた・コンバット種,75.0,110.0,105.0,30.0,70.0,100.0,いかく,いかりのツボ,はんすう,かくとう,-,115.0,1,1,1
168,128,ケンタロス,Tauros,Tauros,Tauros,켄타로스,肯泰罗,肯泰羅,9,パルデアのすがた・ブレイズ種,75.0,110.0,105.0,30.0,70.0,100.0,いかく,いかりのツボ,はんすう,かくとう,ほのお,85.0,1,1,1
169,128,ケンタロス,Tauros,Tauros,Tauros,켄타로스,肯泰罗,肯泰羅,9,パルデアのすがた・ウォーター種,75.0,110.0,105.0,30.0,70.0,100.0,いかく,いかりのツボ,はんすう,かくとう,みず,110.0,1,1,1
170,129,コイキング,Magikarp,Karpador,Magicarpe,잉어킹,鲤鱼王,鯉魚王,1,-,20.0,10.0,55.0,15.0,20.0,80.0,すいすい,-,びびり,みず,-,10.0,0,1,1
171,130,ギャラドス,Gyarados,Garados,Leviator,갸라도스,暴鲤龙,暴鯉龍,1,-,95.0,125.0,79.0,60.0,100.0,81.0,いかく,-,じしんかじょう,みず,ひこう,235.0,1,1,1
172,130,メガギャラドス,Gyarados,Garados,Leviator,갸라도스,暴鲤龙,暴鯉龍,6,メガシンカ,95.0,155.0,109.0,70.0,130.0,81.0,かたやぶり,-,-,みず,あく,305.0,1,0,0
173,131,ラプラス,Lapras,Lapras,Lokhlass,라프라스,拉普拉斯,拉普拉斯,1,-,130.0,85.0,80.0,85.0,95.0,60.0,ちょすい,シェルアーマー,うるおいボディ,みず,こおり,220.0,1,1,0
174,132,メタモン,Ditto,Ditto,Metamorph,메타몽,百变怪,百變怪,1,-,48.0,48.0,48.0,48.0,48.0,48.0,じゅうなん,-,かわりもの,ノーマル,-,4.0,1,1,1
175,133,イーブイ,Eevee,Evoli,Evoli,이브이,伊布,伊布,1,-,55.0,55.0,50.0,45.0,65.0,55.0,にげあし,てきおうりょく,きけんよち,ノーマル,-,6.5,0,1,1
176,134,シャワーズ,Vaporeon,Aquana,Aquali,샤미드,水伊布,水伊布,1,-,130.0,65.0,60.0,110.0,95.0,65.0,ちょすい,-,うるおいボディ,みず,-,29.0,1,1,1
177,135,サンダース,Jolteon,Blitza,Voltali,쥬피썬더,雷伊布,雷伊布,1,-,65.0,65.0,60.0,110.0,95.0,130.0,ちくでん,-,はやあし,でんき,-,24.5,1,1,1
178,136,ブースター,Flareon,Flamara,Pyroli,부스터,火伊布,火伊布,1,-,65.0,130.0,60.0,95.0,110.0,65.0,もらいび,-,こんじょう,ほのお,-,25.0,1,1,1
179,137,ポリゴン,Porygon,Porygon,Porygon,폴리곤,多边兽,多邊獸,1,-,65.0,60.0,70.0,85.0,75.0,40.0,トレース,ダウンロード,アナライズ,ノーマル,-,36.5,0,1,0
180,138,オムナイト,Omanyte,Amonitas,Amonita,암나이트,菊石兽,菊石獸,1,-,35.0,40.0,100.0,90.0,55.0,35.0,すいすい,シェルアーマー,くだけるよろい,いわ,みず,7.5,0,1,0
181,139,オムスター,Omastar,Amoroso,Amonistar,암스타,多刺菊石兽,多刺菊石獸,1,-,70.0,60.0,125.0,115.0,70.0,55.0,すいすい,シェルアーマー,くだけるよろい,いわ,みず,35.0,1,1,0
182,140,カブト,Kabuto,Kabuto,Kabuto,투구,化石盔,化石盔,1,-,30.0,80.0,90.0,55.0,45.0,55.0,すいすい,カブトアーマー,くだけるよろい,いわ,みず,11.5,0,1,0
183,141,カブトプス,Kabutops,Kabutops,Kabutops,투구푸스,镰刀盔,鐮刀盔,1,-,60.0,115.0,105.0,65.0,70.0,80.0,すいすい,カブトアーマー,くだけるよろい,いわ,みず,40.5,1,1,0
184,142,プテラ,Aerodactyl,Aerodactyl,Ptera,프테라,化石翼龙,化石翼龍,1,-,80.0,105.0,65.0,60.0,75.0,130.0,いしあたま,プレッシャー,きんちょうかん,いわ,ひこう,59.0,1,1,0
185,142,メガプテラ,Aerodactyl,Aerodactyl,Ptera,프테라,化石翼龙,化石翼龍,6,メガシンカ,80.0,135.0,85.0,70.0,95.0,150.0,かたいツメ,-,-,いわ,ひこう,79.0,1,0,0
186,143,カビゴン,Snorlax,Relaxo,Ronflex,잠만보,卡比兽,卡比獸,1,-,160.0,110.0,65.0,65.0,110.0,30.0,めんえき,あついしぼう,くいしんぼう,ノーマル,-,460.0,1,1,0
187,144,フリーザー,Articuno,Arktos,Artikodin,프리져,急冻鸟,急凍鳥,1,-,90.0,85.0,100.0,95.0,125.0,85.0,プレッシャー,-,ゆきがくれ,こおり,ひこう,55.4,1,1,1
188,144,フリーザー,Articuno,Arktos,Artikodin,프리져,急冻鸟,急凍鳥,8,ガラルのすがた,90.0,85.0,85.0,125.0,100.0,95.0,かちき,-,-,エスパー,ひこう,50.9,1,1,1
189,145,サンダー,Zapdos,Zapdos,Electhor,썬더,闪电鸟,閃電鳥,1,-,90.0,90.0,85.0,125.0,90.0,100.0,プレッシャー,-,せいでんき,でんき,ひこう,52.6,1,1,1
190,145,サンダー,Zapdos,Zapdos,Electhor,썬더,闪电鸟,閃電鳥,8,ガラルのすがた,90.0,125.0,90.0,85.0,90.0,100.0,まけんき,-,-,かくとう,ひこう,58.2,1,1,1
191,146,ファイヤー,Moltres,Lavados,Sulfura,파이어,火焰鸟,火焰鳥,1,-,90.0,100.0,90.0,125.0,85.0,90.0,プレッシャー,-,ほのおのからだ,ほのお,ひこう,60.0,1,1,1
192,146,ファイアー,Moltres,Lavados,Sulfura,파이어,火焰鸟,火焰鳥,8,ガラルのすがた,90.0,85.0,90.0,100.0,125.0,90.0,ぎゃくじょう,-,-,あく,ひこう,66.0,1,1,1
193,147,ミニリュウ,Dratini,Dratini,Minidraco,미뇽,迷你龙,迷你龍,1,-,41.0,64.0,45.0,50.0,50.0,50.0,だっぴ,-,ふしぎなうろこ,ドラゴン,-,3.3,0,1,1
194,148,ハクリュー,Dragonair,Dragonir,Draco,신뇽,哈克龙,哈克龍,1,-,61.0,84.0,65.0,70.0,70.0,70.0,だっぴ,-,ふしぎなうろこ,ドラゴン,-,16.5,0,1,1
195,149,カイリュー,Dragonite,Dragoran,Dracolosse,망나뇽,快龙,快龍,1,-,91.0,134.0,95.0,100.0,100.0,80.0,せいしんりょく,-,マルチスケイル,ドラゴン,ひこう,210.0,1,1,1
196,150,ミュウツー,Mewtwo,Mewtu,Mewtwo,뮤츠,超梦,超夢,1,-,106.0,110.0,90.0,154.0,90.0,130.0,プレッシャー,-,きんちょうかん,エスパー,-,122.0,1,1,1
197,150,メガミュウツーX,Mewtwo,Mewtu,Mewtwo,뮤츠,超梦,超夢,6,メガシンカX,106.0,190.0,100.0,154.0,100.0,130.0,ふくつのこころ,-,-,エスパー,-,127.0,1,0,0
198,150,メガミュウツーY,Mewtwo,Mewtu,Mewtwo,뮤츠,超梦,超夢,6,メガシンカY,106.0,150.0,70.0,194.0,120.0,140.0,ふみん,-,-,エスパー,-,33.0,1,0,0
199,151,ミュウ,Mew,Mew,Mew,뮤,梦幻,夢幻,1,-,100.0,100.0,100.0,100.0,100.0,100.0,シンクロ,-,-,エスパー,-,4.0,1,1,1
200,152,チコリータ,Chikorita,Endivie,Germignon,치코리타,菊草叶,菊草葉,2,-,45.0,49.0,65.0,49.0,65.0,45.0,しんりょく,-,リーフガード,くさ,-,6.4,0,0,0
201,153,ベイリーフ,Bayleef,Lorblatt,Macronium,베이리프,月桂叶,月桂葉,2,-,60.0,62.0,80.0,63.0,80.0,60.0,しんりょく,-,リーフガード,くさ,-,15.8,0,0,0
202,154,メガニウム,Meganium,Meganie,Meganium,메가니움,大竺葵,大竺葵,2,-,80.0,82.0,100.0,83.0,100.0,80.0,しんりょく,-,リーフガード,くさ,-,100.5,1,0,0
203,155,ヒノアラシ,Cyndaquil,Feurigel,Hericendre,브케인,火球鼠,火球鼠,2,-,39.0,52.0,43.0,60.0,50.0,65.0,もうか,-,もらいび,ほのお,-,7.9,0,0,1
204,156,マグマラシ,Quilava,Igelavar,Feurisson,마그케인,火岩鼠,火岩鼠,2,-,58.0,64.0,58.0,80.0,65.0,80.0,もうか,-,もらいび,ほのお,-,19.0,0,0,1
205,157,バクフーン,Typhlosion,Tornupto,Typhlosion,블레이범,火暴兽,火爆獸,2,-,78.0,84.0,78.0,109.0,85.0,100.0,もうか,-,もらいび,ほのお,-,79.5,1,0,1
206,157,バクフーン,Typhlosion,Tornupto,Typhlosion,블레이범,火暴兽,火爆獸,9,ヒスイのすがた,73.0,84.0,78.0,119.0,85.0,95.0,もうか,-,おみとおし,ほのお,ゴースト,69.8,1,0,1
207,158,ワニノコ,Totodile,Karnimani,Kaiminus,리아코,小锯鳄,小鋸鱷,2,-,50.0,65.0,64.0,44.0,48.0,43.0,げきりゅう,-,ちからずく,みず,-,9.5,0,0,0
208,159,アリゲイツ,Croconaw,Tyracroc,Crocrodil,엘리게이,蓝鳄,藍鱷,2,-,65.0,80.0,80.0,59.0,63.0,58.0,げきりゅう,-,ちからずく,みず,-,25.0,0,0,0
209,160,オーダイル,Feraligatr,Impergator,Aligatueur,장크로다일,大力鳄,大力鱷,2,-,85.0,105.0,100.0,79.0,83.0,78.0,げきりゅう,-,ちからずく,みず,-,88.8,1,0,0
210,161,オタチ,Sentret,Wiesor,Fouinette,꼬리선,尾立,尾立,2,-,35.0,46.0,34.0,35.0,45.0,20.0,にげあし,するどいめ,おみとおし,ノーマル,-,6.0,0,0,0
211,162,オオタチ,Furret,Wiesenior,Fouinar,다꼬리,大尾立,大尾立,2,-,85.0,76.0,64.0,45.0,55.0,90.0,にげあし,するどいめ,おみとおし,ノーマル,-,32.5,1,0,0
212,163,ホーホー,Hoothoot,Hoothoot,Hoothoot,부우부,咕咕,咕咕,2,-,60.0,30.0,30.0,36.0,56.0,50.0,ふみん,するどいめ,いろめがね,ノーマル,ひこう,21.2,0,1,0
213,164,ヨルノズク,Noctowl,Noctuh,Noarfang,야부엉,猫头夜鹰,貓頭夜鷹,2,-,100.0,50.0,50.0,86.0,96.0,70.0,ふみん,するどいめ,いろめがね,ノーマル,ひこう,40.8,1,1,0
214,165,レディバ,Ledyba,Ledyba,Coxy,레디바,芭瓢虫,芭瓢蟲,2,-,40.0,20.0,30.0,40.0,80.0,55.0,むしのしらせ,はやおき,びびり,むし,ひこう,10.8,0,0,0
215,166,レディアン,Ledian,Ledian,Coxyclaque,레디안,安瓢虫,安瓢蟲,2,-,55.0,35.0,50.0,55.0,110.0,85.0,むしのしらせ,はやおき,てつのこぶし,むし,ひこう,35.6,1,0,0
216,167,イトマル,Spinarak,Webarak,Mimigal,페이검,圆丝蛛,圓絲蛛,2,-,40.0,60.0,40.0,40.0,40.0,30.0,むしのしらせ,ふみん,スナイパー,むし,どく,8.5,0,0,0
217,168,アリアドス,Ariados,Ariados,Migalos,아리아도스,阿利多斯,阿利多斯,2,-,70.0,90.0,70.0,60.0,70.0,40.0,むしのしらせ,ふみん,スナイパー,むし,どく,33.5,1,0,0
218,169,クロバット,Crobat,Iksbat,Nostenfer,크로뱃,叉字蝠,叉字蝠,2,-,85.0,90.0,80.0,70.0,80.0,130.0,せいしんりょく,-,すりぬけ,どく,ひこう,75.0,1,1,0
219,170,チョンチー,Chinchou,Lampi,Loupio,초라기,灯笼鱼,燈籠魚,2,-,75.0,38.0,38.0,56.0,56.0,67.0,ちくでん,はっこう,ちょすい,みず,でんき,12.0,0,1,0
220,171,ランターン,Lanturn,Lanturn,Lanturn,랜턴,电灯怪,電燈怪,2,-,125.0,58.0,58.0,76.0,76.0,67.0,ちくでん,はっこう,ちょすい,みず,でんき,22.5,1,1,0
221,172,ピチュー,Pichu,Pichu,Pichu,피츄,皮丘,皮丘,2,-,20.0,40.0,15.0,35.0,35.0,60.0,せいでんき,-,ひらいしん,でんき,-,2.0,0,1,1
222,173,ピィ,Cleffa,Pii,Melo,삐,皮宝宝,皮寶寶,2,-,50.0,25.0,28.0,45.0,55.0,15.0,メロメロボディ,マジックガード,フレンドガード,フェアリー,-,3.0,0,1,0
223,174,ププリン,Igglybuff,Fluffeluff,Toudoudou,푸푸린,宝宝丁,寶寶丁,2,-,90.0,30.0,15.0,40.0,20.0,15.0,メロメロボディ,かちき,フレンドガード,ノーマル,フェアリー,1.0,0,1,1
224,175,トゲピー,Togepi,Togepi,Togepi,토게피,波克比,波克比,2,-,35.0,20.0,65.0,40.0,65.0,20.0,はりきり,てんのめぐみ,きょううん,フェアリー,-,1.5,0,1,0
225,176,トゲチック,Togetic,Togetic,Togetic,토게틱,波克基古,波克基古,2,-,55.0,40.0,85.0,80.0,105.0,40.0,はりきり,てんのめぐみ,きょううん,フェアリー,ひこう,3.2,0,1,0
226,177,ネイティ,Natu,Natu,Natu,네이티,天然雀,天然雀,2,-,40.0,50.0,45.0,70.0,45.0,70.0,シンクロ,はやおき,マジックミラー,エスパー,ひこう,2.0,0,1,0
227,178,ネイティオ,Xatu,Xatu,Xatu,네이티오,天然鸟,天然鳥,2,-,65.0,75.0,70.0,95.0,70.0,95.0,シンクロ,はやおき,マジックミラー,エスパー,ひこう,15.0,1,1,0
228,179,メリープ,Mareep,Voltilamm,Wattouat,메리프,咩利羊,咩利羊,2,-,55.0,40.0,40.0,65.0,45.0,35.0,せいでんき,-,プラス,でんき,-,7.8,0,0,1
229,180,モココ,Flaaffy,Waaty,Lainergie,보송송,茸茸羊,茸茸羊,2,-,70.0,55.0,55.0,80.0,60.0,45.0,せいでんき,-,プラス,でんき,-,13.3,0,0,1
230,181,デンリュウ,Ampharos,Ampharos,Pharamp,전룡,电龙,電龍,2,-,90.0,75.0,85.0,115.0,90.0,55.0,せいでんき,-,プラス,でんき,-,61.5,1,0,1
231,181,メガデンリュウ,Ampharos,Ampharos,Pharamp,전룡,电龙,電龍,6,メガシンカ,90.0,95.0,105.0,165.0,110.0,45.0,かたやぶり,-,-,でんき,ドラゴン,61.5,1,0,0
232,182,キレイハナ,Bellossom,Blubella,Joliflor,아르코,美丽花,美麗花,2,-,75.0,80.0,95.0,90.0,100.0,50.0,ようりょくそ,-,いやしのこころ,くさ,-,5.8,1,1,0
233,183,マリル,Marill,Marill,Marill,마릴,玛力露,瑪力露,2,-,70.0,20.0,50.0,20.0,50.0,40.0,あついしぼう,ちからもち,そうしょく,みず,フェアリー,8.5,0,1,1
234,184,マリルリ,Azumarill,Azumarill,Azumarill,마릴리,玛力露丽,瑪力露麗,2,-,100.0,50.0,80.0,60.0,80.0,50.0,あついしぼう,ちからもち,そうしょく,みず,フェアリー,28.5,1,1,1
235,185,ウソッキー,Sudowoodo,Mogelbaum,Simularbre,꼬지모,树才怪,樹才怪,2,-,70.0,100.0,115.0,30.0,65.0,30.0,がんじょう,いしあたま,びびり,いわ,-,38.0,1,1,1
236,186,ニョロトノ,Politoed,Quaxo,Tarpaud,왕구리,蚊香蛙皇,蚊香蛙皇,2,-,90.0,75.0,75.0,90.0,100.0,70.0,ちょすい,しめりけ,あめふらし,みず,-,33.9,1,1,0
237,187,ハネッコ,Hoppip,Hoppspross,Granivol,통통코,毽子草,毽子草,2,-,35.0,35.0,40.0,35.0,55.0,50.0,ようりょくそ,リーフガード,すりぬけ,くさ,ひこう,0.5,0,0,1
238,188,ポポッコ,Skiploom,Hubelupf,Floravol,두코,毽子花,毽子花,2,-,55.0,45.0,50.0,45.0,65.0,80.0,ようりょくそ,リーフガード,すりぬけ,くさ,ひこう,1.0,0,0,1
239,189,ワタッコ,Jumpluff,Papungha,Cotovol,솜솜코,毽子棉,毽子棉,2,-,75.0,55.0,70.0,55.0,95.0,110.0,ようりょくそ,リーフガード,すりぬけ,くさ,ひこう,3.0,1,0,1
240,190,エイパム,Aipom,Griffel,Capumain,에이팜,长尾怪手,長尾怪手,2,-,55.0,70.0,55.0,40.0,55.0,85.0,にげあり,ものひろい,スキルリンク,ノーマル,-,11.5,0,0,0
241,191,ヒマナッツ,Sunkern,Sonnkern,Tournegrin,해너츠,向日种子,向日種子,2,-,30.0,30.0,30.0,30.0,30.0,30.0,ようりょくそ,サンパワー,はやおき,くさ,-,1.8,0,0,1
242,192,キマワリ,Sunflora,Sonnflora,Heliatronc,해루미,向日花怪,向日花怪,2,-,75.0,75.0,55.0,105.0,85.0,30.0,ようりょくそ,サンパワー,はやおき,くさ,-,8.5,1,0,1
